permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA190244,OHRINGER BUILDING,640  BRADDOCK AVE,BRADDOCK,15104,1250,218,910,"REMOVE MULTI-COLORED FLOOR TILE FROM ENTRY AREA & 1ST FL STAIRWELL, TILE FLOOR MASTIC BRICK 1ST FL HALL & 4TH FL AREA, BROWN MASTIC FROM 2ND FL EAST OFFICE, INT GLASS BLOCK, 12 X 12 TILE FROM UNDER CARPET IN 2ND FL ENTRY AREA & RM 204, & 8TH FL TAR ROOF",4152,f,5/10/19,5/5/20,2,t,f,5/5/20,RENOVATION,40.4023158,-79.8676745
PAA190245,BROTTIER HALL,700  FORBES AVE,PITTSBURGH,15219,1850,4496,905,"REMOVE VAT IN ALL KITCHENS, FIREPROOFING & CAULKING FROM ALL WINDOWS & SINK UNDERCOATING FROM ALL KITCHENS",28150,t,5/1/19,4/30/20,2,t,f,4/30/20,RENOVATION,40.4373718,-79.9930918
PAA190250,WOODLAND HILLS HIGH SCHOOL,2550 GREENSBURG PIKE,PITTSBURGH,15221,800,47563,903,REMOVE PIPE FITTING INSULATION FROM 1ST/2ND FL LOCKER ROOMS & 2ND FLOOR STORAGE ROOMS; SWIMMING POOL MECHANICAL ROOM CEILING PLASTER; FLOOR TILE & MASTIC FROM 2ND FLOOR SMALL RESTROOM AND OFFICE; & TAR COARING FROM 1SAT/2ND FLOOR LOCKER ROOMS,2229,t,5/1/19,12/31/19,2,f,f,12/31/19,RENOVATION,40.4372471,-79.8564576
PAA190252,ALLDERDICE HIGH SCHOOL,2409 SHADY AVE,PITTSBURGH,15217,850,7520,921,REMOVE STAIR TREAD AND LANDING MATERIAL FORM STARIWELLS 17 & 18,1345,t,6/14/19,6/14/20,2,t,f,6/14/20,RENOVATION,40.4295499,-79.9191642
PAA190253,MILLER PRE K-5 PPS SCHOOL,2055 BEDFORD AVE,PITTSBURGH,15219,450,7523,921,REMOVE STAIR TREAD AND FILLER CONCRETE MATERIAL FROM STAIRWELLS A&B,500,t,6/14/19,6/13/20,2,f,f,6/13/20,RENOVATION,40.4472831,-79.9807501
PAA190254,COMMERCIAL OFFICE/WAREHOUSE,7301  PENN AVE,PITTSBURGH,15208,1850,7526,921,SEE ATTACHED,15425,f,5/13/19,5/13/20,2,f,f,5/13/20,RENOVATION,40.4488894,-79.899154
PAA190255,DUQUESNE UNIVERSITY -MELLON HALL - 913 BLUFF STREET,,PITTSBURGH,15219,1250,5385,908,"REMOVE FLOOR TILE IN ROOMS 201, 224, 226, 226A & 261; PIPE INSULATION & FITTINGS IN ROOMS 210, 224, 226 & 261; FUME HOOD IN ROOM 226; & TABLE TOPS AND BOARDS IN ROOMS 224, 226 & 226A",3781,t,5/10/19,7/31/19,2,f,f,7/31/19,RENOVATION,40.440368,-79.9836108
PAA190256,UPMC MERCY HOSPITAL - 10TH FLOOR ROOF,1400 LOCUST ST,PITTSBURGH,15219,200,5386,908,REMOVE BUILT-UOP ROOFING & FLASHING,1400,t,5/10/19,8/31/19,2,f,f,8/31/19,RENOVATION,40.4362085,-79.9856207
PAA190257,DUQUESNE UNIVERSITY - ROCKWELL HALL,600 FORBES AVE,PITTSBURGH,15219,200,192616,902,REMOVE EXTERIOR WINDOW CAULKING,38,t,5/8/19,8/2/19,2,t,f,8/2/19,RENOVATION,40.4386696,-79.9944656
PAA190259,COMMONWEALTH BUILDING - 316 FOURTH AVENUE,,PITTSBURGH,15222,200,4498,905,"REMOVE VAT, PIPE & FITTINGS, CEILING PLASTER & MAST ON ALL FLOORS",257985,t,4/25/19,12/31/19,2,f,f,12/31/19,RENOVATION,40.4475255,-79.9933976
PAA190260,ST. MARGARET HOSPITAL,815 FREEPORT RD,PITTSBURGH,15215,200,5689,940,"REMOVE CC FLOOR TILE AND FLOOR MASTIC IN ROOMS 303, 309, 308, 310 & CLOSET",1040,t,5/2/19,12/30/19,2,t,f,12/30/19,RENOVATION,40.4891376,-79.8961109
PAA190261,UOP HILLMAN LIBRARY (PAHSE 2) - 3960 FORBES AVENUE,,PITTSBURGH,15260,1850,5648,940,"REMOVE FIREPROOFING, PIPE INSULATION, FLOOR TILE & MASTIC FROM 3RD FLOOR",100100,f,5/20/19,5/19/20,2,f,f,5/19/20,RENOVATION,40.4424402,-79.9531948
PAA190269,DUQUESNE UNIVERSITY COLLEGE HALL - 1020 LOCUST STREET,,PITTSBURGH,15219,1250,5390,908,"REMOVE FIREPROOFING AND OVERSPRAY FROM THE 4TH, 5TH & 6TH FLOORS",3222,t,5/14/19,7/31/19,2,f,f,7/31/19,RENOVATION,40.440368,-79.9836108
PAA190271,"234 MCKEE PLACE, ROOOM 105 KITCHEN",,PITTSBURGH,15260,200,45004,905,REMOVE FLOOR TILE & MASTIC,224,f,5/14/19,8/31/19,2,t,f,8/31/19,RENOVATION,40.4424402,-79.9531948
PAA190272,UOP VICTORIA HALL - 3500 VICTORIA STREET,,PITTSBURGH,15261,850,4505,905,"REMOVE FLOOR TILE AND MASTIC IN ROOMS 412, 413A, 411A & 412",1220,t,5/15/19,12/31/19,2,t,f,12/31/19,RENOVATION,40.441018,-79.9603627
PAA190274,AHN FORBES HOSPITAL ROOM 6036,2570 HAYMAKER RD,MONROEVILLE,15146,450,407434,929,REMOVE FLOORING,300,t,5/21/19,12/31/19,2,f,f,12/31/19,RENOVATION,40.4289288,-79.7481081
PAA190275,CMU HAMBURG HALL,5000 FORBES AVE,PITTSBURGH,15213,450,1481,901,REMOVE FLOOR TILE & MASTIC FROM ROOM 1004,610,t,5/20/19,7/20/19,2,t,f,7/20/19,RENOVATION,40.4441647,-79.9433725
PAA190279,MCKEESPORT HOSPITAL (ELECTRICAL VAULT ROOF),1500 5TH AVE,MCKEESPORT,15132,200,5690,940,REMOVE ROOF FLASHING,200,t,5/21/19,12/30/19,2,t,f,12/30/19,RENOVATION,40.3510349,-79.8490186
PAA190282,US STEEL CLAIRTON WORKS,400 STATE ST,CLAIRTON,15025,1550,30644,946,REMOVE CHIMNEY COLUMN COATING,9430,t,5/22/19,7/31/19,8,f,f,7/31/19,RENOVATION,40.2940921,-79.8728393
PAA190285,PITTSBURGH CAREER INSTITUTE,421  7TH AVE,PITTSBURGH,15219,200,1489,901,REMOVE FLOOR TILE/MASTIC FROM 6TH FLOOR & CEILING GLUE DOTS FROM FLOORS 5 & 6,920,t,5/20/19,3/27/20,2,t,f,3/27/20,RENOVATION,40.4427382,-79.9958878
PAA190288,SCHILLER SCHOOL,1018 PERALTA ST,PITTSBURGH,15212,850,2459,923,VARIOUS MATERIALS IN VARIOUS LOCATIONS (SEE ATTACHED),2554,f,5/24/19,8/30/19,2,t,f,8/30/19,RENOVATION,40.45645,-79.9931791
PAA190289,SOUTH HILLS MIDDLE SCHOOL,590 CRANE AVE,PITTSBURGH,15216,200,2459,923,VARIOUS MATERIALS IN VARIOUS LOCATIONS (SEE ATTACHED),285,f,5/24/19,8/30/19,2,t,f,8/30/19,RENOVATION,40.4181457,-80.0179879
PAA190290,SPRING GARDEN SCHOOL,1501 SPRING GARDEN AVE,PITTSBURGH,15212,850,2459,923,VARIOUS MATERIALS FROM VARIOUS LOCATIONS (SEE ATTACHED),12192,f,5/24/19,8/30/19,2,t,f,8/30/19,RENOVATION,40.4642534,-79.9853876
PAA190291,WEST LIBERTY ELEMENTARY SCHOOL,785 DUNSTER ST,PITTSBURGH,15226,1250,2459,923,VARIOUS MATERIALS IN VARIOUS LOCATIONS (SEE ATTACHED),4955,f,5/24/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.4023412,-80.0095356
PAA190292,WESTWOOD K-5 SCHOOL,508 SHADYHILL RD,PITTSBURGH,15205,1250,2459,923,VARIOUS MATERIALS IN VARIOUS LOCATIONS (SEE ATTACHED),2595,f,5/24/19,8/30/19,2,t,f,8/30/19,RENOVATION,40.43196,-80.0510595
PAA190293,CMU WOODLAWN APTS - 5176 MARGARET MORRISON STREET,,PITTSBURGH,15213,450,1490,901,REMOVE PIPE INSULATION AND FITTINGS IN BASEMENT,420,f,5/23/19,9/30/19,2,t,f,9/30/19,RENOVATION,40.4379259,-79.9556424
PAA190295,OFFICE FACILITY,525  WILLIAM PENN PL,PITTSBURGH,15219,250,5403,908,REMOVE MASTIC FROM BRICK ON 1ST & 2ND FLOORS,240,t,5/15/19,7/31/19,2,f,t,6/30/19,RENOVATION,40.4401116,-79.9978537
PAA190298,UPMC MAGEE WOMENS HOSPITAL ISD ROOF,300 HALKET ST,PITTSBURGH,15213,250,5408,908,6TH FLOOR ROOF FLASHING,400,t,5/22/19,7/31/19,2,f,t,6/30/19,RENOVATION,40.4368286,-79.960688
PAA190300,LAROCHE COLLEGE - PALUMBO SCIENCE CENTER,9000  BABCOCK BLVD,PITTSBURGH,15237,1550,4508,905,"REMOVE FLOOR TILE & MASTIC IN SECOND FLOOR ROOMS AND HALLWAY &  STAIRWELL LANDINGS, LABTOPS & MASTIS IN LAB CLASSROOMS, FIREDOORS ON SECOND FLOOR AND ADHESIVE FROM SECOND FLOOR CHALKBOARDS",9805,t,5/28/19,12/31/19,2,t,f,12/31/19,RENOVATION,40.5683978,-80.0143279
PAA190301,MOUNT LEBANON EVANGELICAL PRESBYTARIAN CHURCH,255  WASHINGTON RD,PITTSBURGH,15216,850,19319,902,REMOVE ACOUSTICAL PLASTER FROM ROOMS 302 & 303,1332,t,5/29/19,7/26/19,2,f,f,7/26/19,RENOVATION,40.3875461,-80.0428023
PAA190302,APARTMENT BUILDING - 874 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE & MASTIC THROUGHOUT BUILDING,1037,t,5/31/19,5/31/20,2,t,f,5/31/20,RENOVATION,40.440368,-79.9836108
PAA190303,APARTMENT COMPLEX - 821 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1264,f,5/31/19,5/31/20,2,f,f,5/31/20,RENOVATION,40.440368,-79.9836108
PAA190304,APARTMENT COMPLEX - 754 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,5/31/29,5/31/20,2,t,f,5/31/20,RENOVATION,40.440368,-79.9836108
PAA190305,APARTMENT COMPLEX - 736 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,5/31/19,5/31/20,2,t,f,5/31/20,RENOVATION,40.440368,-79.9836108
PAA190306,APARTMENT COMPLEX - 701 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1264,t,5/31/19,5/31/20,2,t,f,5/31/20,RENOVATION,40.440368,-79.9836108
PAA190307,APARTMENT COMPLEX - 420 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,5/31/19,5/31/20,2,f,f,5/31/20,RENOVATION,40.440368,-79.9836108
PAA190308,APARTMENT COMPLEX - 406 MOUNT PLEASANT ROAD,,PITTSBURGH,15219,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,5/31/19,5/31/20,2,t,f,5/31/20,RENOVATION,40.440368,-79.9836108
PAA190309,APARTMENT COMPLEX,346  PENFORT ST,PITTSBURGH,15214,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,5/31/19,5/31/20,2,f,f,5/31/20,RENOVATION,40.4758815,-80.0000025
PAA190310,APARTMENT COMLEX,322  PENFORT ST,PITTSBURGH,15214,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,5/31/19,5/31/20,2,f,f,5/31/20,RENOVATION,40.4757537,-80.0003788
PAA190311,APARTMENT COMPLEX,181  PENFORT ST,PITTSBURGH,15214,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,f,5/31/19,5/31/20,2,f,f,5/31/20,RENOVATION,40.4746452,-80.0027778
PAA190312,APARTMENT COMPLEX,161  PENFORT ST,PITTSBURGH,15214,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,5/31/19,5/31/20,2,f,f,5/31/20,P,40.474453,-80.0029362
PAA190313,APARTMENT COMPLEX,1439  CHICAGO ST,PITTSBURGH,15214,850,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1037,t,5/31/19,5/30/20,2,f,f,5/30/20,RENOVATION,40.4792993,-80.0001503
PAA190314,APARTMENT COMPLEX - 125 -127 PENFORT ST,125  PENFORT ST,PITTSBURGH,15214,1250,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BOTH BUILDINGS,2074,t,5/31/19,5/30/20,2,f,f,5/30/20,RENOVATION,40.4739676,-80.0032726
PAA190315,APARTMENT COMPLEX,332  MT PLEASANT RD,PITTSBURGH,15214,1250,17474,931,REMOVE MULTIPLE LAYERS OF FLOOR TILE AND MASTIC THROUGHOUT BOTH BUILDINGS,2528,t,5/31/19,5/30/20,2,f,f,5/30/20,RENOVATION,40.4812575,-80.0029753
PAA190316,WEST PENN HOPSITAL GROUND FLOOR,4800 FRIENDSHIP AVE,PITTSBURGH,15224,450,1493,901,REMOVE FLOOR TILE & MASTIC FROM ROOM # GR 3.5,800,t,5/31/19,8/31/19,2,t,f,8/31/19,RENOVATION,40.4614529,-79.9463637
PAA190318,GILL HALL ELEMENTARY,829 GILL HALL RD,JEFFERSON HILLS,15025,1250,19338,902,REMOVE FLOOR TILE & MASTIC FROM MULTI-PURPOSE ROOM AND STAGE AND SHEET FLOORING FROM STAGE STEPS,3010,t,6/10/19,8/3/19,2,t,f,8/3/19,RENOVATION,40.3008348,-79.9606249
PAA190319,UPMC MCKEESPORT? HOSPITAL,1500 5TH AVE,MCKEESPORT,15132,450,5409,908,REOMVE LEVEL A CAFETERIA PIPE INSULATION,801,t,5/30/19,7/31/19,2,f,f,7/3/19,RENOVATION,40.3510349,-79.8490186
PAA190320,VACANT APARTMENTS,52  GARETTA ST,PITTSBURGH,15217,1850,17524,931,REMOVE PIPE FITTINGS THROUGHOUT 84 APARTMENTS  AND SPRAY-ON FIREPROOFING ON STRUCTURAL STEEL IN 84 APARTMENTS,28680,t,5/30/19,5/30/20,2,f,f,5/30/20,RENOVATION,40.4136926,-79.92169
PAA190323,DUQUESNE UNIVERISTY ROCKWELL HALL 6TH FL & SKYWALK,1204  5TH AVE,PITTSBURGH,15219,200,5409,908,"REMOVE FLOOR TILE IN ROOMS 712, 712A, & 712B",600,t,5/27/19,7/31/19,2,f,f,7/31/19,RENOVATION,40.4384276,-79.988701
PAA190324,INDUSTRIAL WAREHOUSE,201 N BRADDOCK AVE,PITTSBURGH,15208,1250,7628,921,REMOVE MASTIC FROM 2ND FLOOR,3000,t,5/28/19,5/28/20,2,f,f,5/28/20,RENOVATION,40.4484279,-79.8948453
PAA190325,(FORMER) BALLY'S FITNESS CENTER,119  6TH ST,PITTSBURGH,15222,1850,17528,931,REMOVE FLOOR TILE & MASTIC FROM 1ST & 2ND FLOORS,21648,f,5/31/19,5/31/20,2,t,f,5/31/20,RENOVATION,40.4435689,-80.001844
PAA190336,PITTSBURGH PUBLIC SCHOOLS - LIBERTY ELEMENTARY,601 FILBERT ST,PITTSBURGH,15232,450,5412,908,"REMOVE CEMENTITIOUS ELECTRICAL SHUNTS FROMVARIOUS LOCATIONS THROUGHOUT THE BUILDING, FLOOD LIGHT WIRE INSULATION IN MULTI-PURPOSE ROOM 7, & BOILER ROOM B-1 EMERGENCY GENERATOR EXHAUST GASKETS",309,t,6/12/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.453205,-79.9335098
PAA190337,SHALER AREA ELEMENTARY SCHOOL,700 SCOTT AVE,SHALER,15116,200,5413,908,"REMOVE CAULKING FROM BRICK CONTROL JOINT, EXTERIOR CLERESTORY WINDOW GLAZING & CAULKING, AND EXTERIOR GYM CLASS BLOCK WINDOW CAULKING",185,f,6/10/19,8/31/19,2,f,f,6/28/19,RENOVATION,40.5399754,-79.9827621
PAA190341,YESHIVA SCHOOL,1700  BEECHWOOD BLVD,PITTSBURGH,15217,450,353,916,REMOVE TSI THROUGHOUT BASEMENT,950,t,6/10/19,7/31/19,2,t,f,7/31/19,RENOVATION,40.4377474,-79.9165011
PAA190342,PUSADEES,5321  BUTLER ST,PITTSBURGH,15201,200,6639,953,REMOVE LINOLEUM FROM 2ND FLOOR KITCHEN AND WINDOW CAULKING,200,f,6/12/19,9/12/19,2,t,f,9/12/19,RENOVATION,40.482674,-79.9519383
PAA190344,DUQUESNE LIGHT PENN HILLS SUBSTATION,469  HERSHEY RD,PENN HILLS,15235,1250,CC005110,942,REMOVE BASEMENT TRANSITE WALLS AND  BASEMENT FLOOR TILE & MASTIC,4725,t,6/10/19,7/31/19,2,f,f,7/31/19,RENOVATION,40.474823,-79.800147
PAA190350,UNIVERSITY OF PITTSBURGH,5000  BAUM BLVD,PITTSBURGH,15213,200,1510,901,REMOVE FIBERBOARD AND BLACK ROPE GASKET FROM BOILER DOORS IN BOILER ROOM,250,t,6/4/19,12/25/19,2,t,f,12/25/19,RENOVATION,40.4550425,-79.944171
PAA190353,UOP VICTORIA HALL,3500  VICTORIA ST,PITTSBURGH,15213,200,4512,905,REMOVE FLOOR TILE AND MASTIC IN ROOM 211,289,t,6/13/19,12/13/19,2,t,f,12/13/19,RENOVATION,40.4418216,-79.9602943
PAA190355,PITTSBURGH LINDEN K-5 FACILITY,725 S LINDEN AVE,PITTSBURGH,15208,1850,6749,938,"REMOVE FLOOR TILE AND PIPE INSULATION THROUGHOUT BUILDING AND SINK COATING IN ROOMS 1A, 9, 10-, 11, 12, & 202",17150,f,6/14/19,7/20/19,2,f,f,7/20/19,RENOVATION,40.4455818,-79.9162093
PAA190356,PITTSBURGH ARSENAL 6-8,220 40TH ST,PITTSBURGH,15201,1250,19373,902,"REMOVE WIRE INSULATION FROM FLOOR, COLOR & STAGE LIGHTS IN MULTI-URPOSE ROOM B-31, CEILING TILE MASTIC FROM MAIN OFFICE ROOMS 11 & 13 & ROOM 122, AND CEILING TILE FROM ROOM 302",2860,t,6/17/19,8/16/19,2,f,f,8/16/19,RENOVATION,40.4674661,-79.9623294
PAA190357,GATEWAY HIGH SCHOOL,3000 GATEWAY CAMPUS BLVD,MONROEVILLE,15146,1250,19378,902,"REMOVE FLOOR TILE & MASTIC FROM ROOMS 2204, 2205, 2206, 2207 & SPECIAL EDUCATION OFFICE",4108,t,6/10/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.430535,-79.7563459
PAA190360,PITTSBURGH BANKSVILLE K-5,1001 CARNAHAN RD,PITTSBURGH,15216,1550,19375,902,REMOVE ROOFING FROM 1960 ADDITION AND ROOF DRAINS & ROOF DRAIN PIPE INSULATION FROM 1960 ADDITION AND 1936 BUILDING,7728,t,6/17/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.4071688,-80.0370111
PAA190362,CLAYTON ACADEMY,1901 CLAYTON AVE,PITTSBURGH,15214,450,19374,902,"REMOVE PIPE FITTINGS FROM KITCHEN OFFICE, LOBBY STORAGE ROOM 14, CORRIDOR 11 & 12 AND CRAWLSPACE UNDER GYM 10; RESTROOM 12 FLOOR TILE & MASTIC; INTERIOR WINDOW CAULK & GLAZE FROM GYM 10 & ROOM 14; AND INSULATION DEBRIS FROM UNFINISHED CRAWLSPACE",422,t,6/17/19,8/16/19,2,t,f,8/16/19,RENOVATION,40.4619287,-80.0110505
PAA190363,PITTSBURGH GGRANDVIEW PREK-5,845 MCLAIN ST,PITTSBURGH,15210,1850,19376,902,REMOVE FLOOR TILE AND MASTIC FROM 1ST & 2ND FLOORS AND STAIR TREAD MASTIC FROM STAIRS 1 & 2,17656,t,6/17/19,7/28/19,2,f,f,7/28/19,RENOVATION,40.4245192,-79.9924521
PAA190364,ST. BEDE SCHOOL,6920 EDGERTON AVE,PITTSBURGH,15208,450,19379,902,REMOVE FLOOR TILE IN ROOM S204 & 301,600,t,6/11/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.4470589,-79.9101631
PAA190365,PITTSBURGH BROOKLINE K-5,500 WOODBOURNE AVE,PITTSBURGH,15226,850,19382,902,"REMOVE CURB FLASHING FROM 1907 BUILDING; ROOF CAULKING, ROOF DRAIN FITTINGS & ROOF DRAIN PIPE INSULATION FROM 19067 BUILDING & 1911 & 1928 ADDITIONS; AND TAR COATING ROM 1928 & 1911 ADDITIONS",1134,t,6/12/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.3943111,-80.0247167
PAA190367,CMU MOREWOOD GARDENS,1060 MOREWOOD AVE,PITTSBURGH,15213,200,1511,901,"REMOVE FLOOR TILE & MASTIC FROM FLOORS 2, 3, 4, 5, & 6",2500,t,6/10/19,12/31/19,2,t,f,12/31/19,RENOVATION,40.4454444,-79.9432431
PAA190375,VACANT SCHOOL,44  PIUS ST,PITTSBURGH,15203,1850,1594,926,"REMOVE TSI FROM BASEMENT CRAWLSPACE,  CLASSROOMS, GROUND DEBRIS, VAT & MASTIC FROM 1ST FLOOR MAIN ROOM, VAT FROM 2ND FLOOR CLASSROOMS AND CAULK FROM 1ST & 2ND FLOOR WINDOWS & 1ST FLOOR DOORS",11986,f,6/20/19,7/20/19,2,f,f,7/20/19,RENOVATION,40.4243057,-79.9828315
PAA190377,VACANT BUSINESS,7336  SALTSBURG RD,PITTSBURGH,15235,850,17684,931,REMOVE FLOOR TILE AND MASTIC THROUGHOUT BUILDING,1000,f,6/19/19,6/19/20,2,t,f,6/19/20,RENOVATION,40.4772215,-79.7864649
PAA190378,UOP POSVAR HALL,230 S BOUQUET ST,PITTSBURGH,15213,200,4514,905,REMOVE 4TH FLOOR FLOOR TILE AND MASTIC,200,t,6/18/19,12/31/19,2,f,f,12/31/19,RENOVATION,40.4417447,-79.9538257
PAA190380,BETTIS ATOMIC POWER LABORATORY (HQTF),814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,200,2023955,940,REMOVE CEMENTITUOUS PANELS FROM EXTREIOR SOUTH WALL,250,t,6/17/19,6/1/20,2,f,f,6/1/20,RENOVATION,40.3560891,-79.8997901
PAA190382,UOP SALK HALL,3501  TERRACE ST,PITTSBURGH,15213,1850,4519,905,"REMOVE VAT, VAT MASTIC, PIPE, FITTINGS, TABLE TOPS, AND FUME HOODS ON ALL FLOORS, WINDOW CAULKING ON ALL SILLS, ROOF CAULKING AND CEILING PLASTER FROM ROOM 662",92130,t,6/21/19,6/20/20,2,f,f,6/20/20,RENOVATION,40.4424239,-79.9629782
PAA190383,PITTSBURGH MINADEO PRE K-5,6502 LILAC ST,PITTSBURGH,15217,200,7512,921,REMOVE DUCT INSULATIN FROM GYMNASIUM ROOOM 114/115,650,t,6/14/19,4/15/20,2,f,f,4/15/20,RENOVATION,40.4238559,-79.925479
PAA190384,STANDARD FORGE PRODUCTS,75 NICHOL AVE,MCKEES ROCKS,15136,850,2035,941,REMOVE ROOF FELTS,1200,t,6/24/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.4823036,-80.065283
PAA190385,TENTH STREET ELEMENTARY SCHOOL,901 PENNSYLVANIA AVE,OAKMONT,15139,450,4703,911,REMOVE BLACK MASTIC FROM DISTRICT ADMINISTRATION - FORMER SHOP AREA UNDER EXISTING CARPET,800,f,6/24/19,7/24/19,2,t,f,7/24/19,RENOVATION,40.5211364,-79.8326926
PAA190386,GREENOCK ELEMENTARY - 1101 GREENOCK BUENA VISTA ROAD,,ELIZABETH TOWNSHIP,15037,450,47630,903,REMOVE FLOOR TILE/MASTIC FROM FACULTY AND STORAGE ROOMS AND 2 RESTROOMS NEAR LIBRARY AND CHALKBOARD GLUE DOTS IN CLASSROOM NEAR LIBRARY,680,t,6/21/19,7/21/19,2,f,f,7/21/19,RENOVATION,40.2495034,-79.8520818
PAA190387,ELIZABETH FORWARD MIDDLE SCHOOL,401 ROCK RUN RD,ELIZABETH TOWNSHIP,15037,1250,47628,903,"REMOVE FLOOR TILE /MASTIC FROM CLASSROOMS 113, 115, 228, & 229 AND THE FACULTY AND STORAGE ROOMS, AND BLACK TAR COATIN ON SINK IN CLASSROOM 115 AND 115",4612,t,6/21/19,7/19/19,2,f,f,7/19/19,RENOVATION,40.2762391,-79.8258168
PAA190388,MT. VERNON ELEMENTARY SCHOOL - 2400 GREENOCK BUENA VUSTA,,ELIZABETH TOWNSHIP,15037,200,47629,903,REMOVE SEMINAR ROOM FLOOR TILE & MASTIC,260,t,6/21/19,7/19/19,2,f,f,7/19/19,RENOVATION,40.2495034,-79.8520818
