permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA194027,VACANT BAR,7001  HAMILTON AVE,PITTSBURGH,15208,850,16612,931,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,2000,f,1/7/19,1/7/20,2,t,f,1/7/20,DEMOLITION,40.4557965,-79.9019968
PAA194028,4 W NORTH AVENUE,,PITTSBURGH,15212,850,7746,921,"REMOVE CAULKING, FLASHING & ROOFING",1500,f,1/9/19,1/8/20,2,t,f,1/8/20,DEMOLITION,40.4828051,-80.0367259
PAA194029,VACANT COMMERCIAL BUILDING,6 W NORTH AVE,PITTSBURGH,15212,850,7746,921,"REMOVE CAULKING, GLAZING & ROOFING",1500,f,1/9/19,1/8/20,2,t,f,1/8/20,DEMOLITION,40.4556512,-80.0070379
PAA194030,VACANT COMMERCIAL BUILDING,8 W NORTH AVE,PITTSBURGH,15212,850,7746,921,"REMOVE WINDOW CAULK, FLUE PIPE & FLASHING",1500,f,1/9/19,1/8/20,2,t,f,1/8/20,DEMOLITION,40.4555968,-80.0071366
PAA194074,VACANT RESIDENCE,1939  SEDGWICK ST,PITTSBURGH,15212,850,16757,931,"REMOVE FLOOR TILE IN KITCHEN AND DINING ROOM, BROWN STAIR TRED IN STAIRWELL TO 2ND FLOOR AND ROOFING MATERIALS AND TAR FROM ROOF",1700,f,1/31/19,1/31/20,2,t,f,1/31/20,DEMOLITION,40.4599291,-80.0243455
PAA194100,VACANT RESIDENCE,1707  MCCLURE ST,HOMESTEAD,15120,350,10033404,915,REMOVE WINDOW GLAZING FROM BSM/LIVING ROOM AND SEAM TAPE FROM DUCT WORK,180,f,2/22/19,12/31/19,3,t,f,12/31/19,DEMOLITION,40.4024057,-79.9017235
PAA194101,VACANT RESIDENCE,354 W 11TH AVE,HOMESTEAD,15120,350,10033404,915,DEMO IN PLACE,2500,f,2/16/19,12/31/19,2,t,f,12/31/19,DEMOLITION,40.4016854,-79.9129894
PAA194102,VACANT RESIDENCE,201 W 13TH AVE,HOMESTEAD,15120,350,10033404,915,REMOVE 9X9 FLOOR TILE FROM B.R./BEDROOM 3 AND 12X12 FLOOR TILE AND WINDOW CAULKING FROM BSM KITCHEN,240,f,2/22/19,12/31/19,3,t,f,12/31/19,DEMOLITION,40.4021008,-79.9098063
PAA194103,VACANT RESIDENCE,245 E 20TH AVE,HOMESTEAD,15120,350,10033404,915,REMOVE 12X12 FLOOR TILE FROM KITCHEN & BEDROOM,650,f,2/22/19,12/31/19,3,t,f,12/31/19,DEMOLITION,40.400465,-79.9008379
PAA194104,VACANT RESIDENCE,356 W 11TH AVE,HOMESTEAD,15120,350,10033404,915,DEMO IN PLACE,2500,f,2/16/19,12/31/19,2,t,f,12/31/19,DEMOLITION,40.4015569,-79.9128879
PAA194105,VACANT RESIDENCE,107 W 13TH AVE,HOMESTEAD,15120,350,10033404,915,DEMO IN PLACE,2500,f,2/16/19,12/31/19,2,t,f,12/31/19,DEMOLITION,40.403065,-79.908778
PAA194126,VACANT RETAIL/APARTMENTS,601  BALDRIDGE AVE,BRADDOCK,15104,350,7516,921,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,3500,f,3/5/19,3/4/20,2,t,f,3/4/20,DEMOLITION,40.4056351,-79.8633053
PAA194148,VACANT RESIDENCE,533  NORTH AVE,MILLVALE,15209,350,7525,921,DEMOLISH BUILDING WITHIN AN EXTERIOR REGULATED WORK AREA AS PER EMERGENCY ORDER OF MUNICIPALITY,1536,f,3/7/19,3/6/20,2,t,f,3/6/20,DEMOLITION,40.4846249,-79.9731346
PAA194165,VACANT RESIDENCE,1716  MURDOUGH ST,BRADDOCK,15104,350,7534,921,DEMOLISH BUILDING WITHIN AN EXTERIOR REGULATED WORK AREA AS PER EMERGENCY ORDER OF MUNICIPALITY,1504,f,3/13/19,3/12/20,3,t,f,3/12/20,DEMOLITION,40.3989199,-79.8417321
PAA194166,HOMEWOOD SCHOOL,7100 HAMILTON AVE,PITTSBURGH,15208,1850,7522,921,SEE ATTACHED FOR THE LIST OF MATERIALS TO BE REMOVED,12487,f,3/27/19,3/26/20,2,t,f,3/26/20,DEMOLITION,40.4546642,-79.899407
PAA194182,FORMER JAISON'S DEPARTMENT STORE,215  5TH AVE,MCKEESPORT,15132,1550,19159,902,"REMOVE PIPE & FITTING INSULATION ON THE PERIMETER PIPE CHASES ON THE 1ST, 2ND, & 3RD FLOOR, FLOOR TILE & MASTIC THROUGHOUT BASEMENT, & FLOOR TILE ON 2ND FLOOR",5660,t,4/4/19,12/31/19,2,f,t,5/31/19,DEMOLITION,40.3511711,-79.8658162
PAA194215,VACANT RESIDENCE,122  ROSSMORE ST,CHALFANT,15112,350,3754,956,REMOVE EXTERIOR WINDO & DOOR CAULKING; ROOFING & CHIMNEY FLASHING; & PALSTER ON 2ND FLOOR,3528,f,4/29/19,7/30/19,2,t,f,7/30/19,DEMOLITION,40.4081433,-79.8394753
PAA194280,VACANT RESIDNECE,883  LARIMER AVE,TURTLE CREEK,15145,350,19301,902,REMOVE STAIR TREADS FROM BASEMENT STAIRS SHEET FLOORING FROM KITCHEN AND ENTRYWAY AND EXTERIOR EWINDOW CAULKING,574,f,5/21/19,7/26/19,2,t,f,7/26/19,DEMOLITION,40.4186094,-79.819716
PAA194281,VACANT RESIDENCE,915  LARIMER AVE,TURTLE CREEK,15145,350,19300,902,"REMOVE EXTERIOR TRANSITE PANELS, SHEET FLOORING FROM 1ST FLOOR KITCHEN AND EXTERIOR WINDOW CAULKING",1624,f,5/21/19,7/26/19,2,t,f,7/26/19,DEMOLITION,40.420195,-79.8179321
PAA194317,VACANT OFFICES,1105  PITTSBURGH ST,CHESWICK,15024,450,19321,902,REMOVE FLOOR TILE FROM 1ST FLOR REAR IN TWO-STORY PORTION OF BUILDING (SOUTHEAST),560,f,5/31/19,8/2/19,2,t,f,8/2/19,DEMOLITION,40.541262,-79.8058382
PAA194329,VACANT RESIDENCE,52  CHURCH ST,ELIZABETH TOWNSHIP,15037,350,19349,902,REMOVE FLOOR TILE FROM APARTMENT 1 KITCHEN AND BATHROOM,950,f,6/6/19,7/26/19,2,t,f,7/26/19,DEMOLITION,40.276288,-79.8831672
PAA194330,VACANT RESIDENCE - 2609 SOUTH BRADDOCK AVENUE,,PITTSBURGH,15216,350,7535,921,REMOVE VINYL SHEET FOORING FROM KITCHEN AND BASEMENT STAIRWELL,200,f,6/6/19,6/5/20,2,f,f,6/5/20,DEMOLITION,40.3929691,-80.0479039
PAA194331,VACANT RESIDENCE,2109  MONONGAHELA AVE,PITTSBURGH,15218,350,7532,921,REMOVE PLASTER THROUGHOUT & 12X12 VINYL FLOOR TILE,10072,f,6/6/19,6/5/20,2,f,f,6/5/20,DEMOLITION,40.4180516,-79.8877878
PAA194332,VACANT TRIPLEX RESIDENCE - 2113-2115 HUDSON STREET,2113  HUDSON ST,PITTSBURGH,15218,350,7529,921,"REMOVE PLASTER FROM 2113 HUDSON, 12X12 VINYL FLOOR TILE 2113 HUDSON UPSTAIARS BATHROOM AND 9X9 VINYL FLOOR TILE FROM 2115 HUDSON LIVING ROOM & 2ND FLOOR BEDROOM",6250,f,6/6/19,6/5/20,2,f,f,6/5/20,DEMOLITION,40.427713,-79.879768
PAA194339,VACANT BUSINESS COMPLEX,552  CARNOT RD,CORAOPOLIS,15108,850,17582,931,REMOVE EXTERIOR SILVER METALLIC ROOFING MATERIAL,1500,f,6/7/19,6/7/20,2,t,f,6/7/20,DEMOLITION,40.5161396,-80.2209065
PAA194340,VACANT BUISNESS COMPLEX,548 CARNOT RD,CORAOPOLIS,15108,200,17582,931,REMOVE WHITE 12X12 FLOOR TILE FROM SECOND FLOOR WINDOW CAULKING ON FIRST FLOOR LEFT SIDE OF THE BUILDING,200,f,6/7/19,6/7/20,2,t,f,6/7/20,DEMOLITION,40.5156733,-80.2205634
PAA194358,VACANT RESIDENCE,512  LARIMER AVE,PITTSBURGH,15206,1850,7509,921,BUILDING IS UNSAFE ALL MATERIALS BEING TREATED AS ACM,10000,f,7/8/19,6/11/20,2,f,f,6/11/20,DEMOLITION,40.4653529,-79.9140064
PAA194394,VACANT RESIDENCE,140 S 25TH ST,PITTSBURGH,15203,1250,19447,902,ASBESTOS CONTAINING DEBRIS ENTIER BUILDING,3312,f,6/13/19,7/19/19,2,f,f,7/19/19,DEMOLITION,40.4256449,-79.9710371
PAA194396,ALLEGHENY VALLEY BANK,3474  WILLIAM PENN HWY,PENN HILLS,15235,450,354,916,REMOVE FLOOR TILES IN BASEMENT,980,f,7/1/19,7/31/19,2,f,f,7/31/19,DEMOLITION,40.4294497,-79.808881
PAA194399,VACANT RESIDENCE,711  GEARING AVE,PITTSBURGH,15210,350,7299,951,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,1500,f,6/26/19,8/2/19,2,f,f,8/2/19,DEMOLITION,40.4160896,-80.0046242
PAA194401,VACANT RESIDENCE,600  ROMINE AVE,MCKEESPORT,15132,350,1325,941,REMOVE KITCHEN FLOOR TILE AND BASEMENT FLOOR TILE & DUCT WRAP,310,t,6/28/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.3492747,-79.8726681
PAA194402,VACANT RESIDENCE,602  ROMINE AVE,MCKEESPORT,15132,350,1319,941,REMOVE FLOOR TILE ON THIRD FLOOR,300,f,6/24/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.349227,-79.872724
PAA194403,VACANT RESIDENCE,1337  WALNUT ST,MCKEESPORT,15132,350,1320,941,REMOVE 2ND FLOOR FLOORING IN REAR ROOM,200,f,6/24/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.341715,-79.861035
PAA194404,VACANT RESIDENCE,3201  WALNUT ST,MCKEESPORT,15132,350,1313,941,"REMOIVE FLOORING FROM BASEMENT, 1ST BATHROOM AND 2ND FLOOR FRONT ROOM; AND BASEMENT DUCT WRAP",180,f,6/24/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.3305244,-79.8426512
PAA194405,VACANT RESIDENCE,2207  JENNY LIND ST,MCKEESPORT,15132,350,1323,941,"REMOVE FLOOR TILE/MASTIC FROM 1ST FLOOR VARIOUS AREAS, HALLWAY & KITCHEN ON 2ND FLOOR",855,f,6/24/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.3388296,-79.8504408
PAA194406,VACANT RESIDENCE,2913  JENNY LIND ST,MCKEESPORT,15132,350,1322,941,REMOVE FLOORING TILE/SHETING FROM PORCH AND 2ND FLOOR BEDROOM AND BASEMENT DUCT WRAP,340,f,6/24/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.3392424,-79.8426074
PAA194407,1401-1405 UNION AVENUE,1401  UNION ST,MCKEESPORT,15132,350,1324,941,REMOVE FLOOR TILE/MASTIC FROM 1ST FLOOR SIDE B KITCHEN,200,f,6/24/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.3452366,-79.854401
PAA194408,VACANT RESIDENCE,907  HUEY ST,MCKEESPORT,15132,350,1321,941,REMOVE FLOOR TILE AND MASTIND ING THE 2ND FLOOR KITCHEN AND MASTER BEDROOM,400,f,6/24/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.3474943,-79.8592829
PAA194409,VACANT RESIDENCE,609  RIDGE ST,MCKEESPORT,15132,350,1318,941,REMOVE KITCHEN A&B FLOORING,400,f,6/24/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.3505232,-79.8537227
PAA194410,VACANT RESIDENCE,321  28TH ST,MCKEESPORT,15132,350,1317,941,REMOVE KITCHEN FLOORING AND BASEMENT DUCT WRAP,180,f,6/24/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.3335416,-79.8459772
PAA194411,VACANT RESIDENCE,327  REYNOLDS ST,MCKEESPORT,15132,350,1316,941,"REMOVE FLOOR TILE/SHEETING IN ENTRY, KITCHEN AND LIVING ROOM AND BASEMENT DUCT WRAP",560,f,6/24/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.348207,-79.8753119
PAA194412,VACANT RESIDENCE,228  PERRY ST,MCKEESPORT,15132,350,1315,941,REMOVE KITCHEN FLOOR TILE AND MASTIC AND BASEMENT STAIRS SHEET FLOORING,170,f,6/24/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.3506642,-79.8783316
PAA194413,VACANT RESIDENCE,412  26TH ST,MCKEESPORT,15132,350,1314,941,REMOVE TILE/MASTIC FROM 1ST FL DINING ROOM AND 2ND FL BATHROOM,200,f,6/28/19,7/26/19,2,f,f,7/26/19,DEMOLITION,40.3351728,-79.8469071
PAA194414,KERR ELEMENTARY SCHOOL,341 KITTANNING PIKE,PITTSBURGH,15215,1550,2847,955,"REMOVE VARIOUS COLORS OF FLOOR TILE AND BLACK MASTIC THROUIGHOUT VARIOUS STAIRWELLS, CLASSROOMS & CAFETERIA",8084,f,6/27/19,7/31/19,2,f,f,7/31/19,DEMOLITION,40.5129855,-79.9186637
PAA194417,"COLLISION REPAIR CENTER (PENNDOT SR48, A34 PROJECT)",,,15135,450,32707,944,REMOVE ORIGINAL TAR ROOF COATING FROM SUB-ROOF AND REAR WINDOW CAULKING,948,f,7/5/19,12/31/19,2,f,f,12/31/19,DEMOLITION,40.3113672,-79.8255943
PAA194425,KOPPERS PLANT CLAIRTON PA (MAP AREA 30),300 N STATE ST,CLAIRTON,15025,850,1327,940,REMOVE EXTERIOR GALBESTOS ROOFING AND EXTERIOR WINDOW CAULKING FROM BUILDING #9,1625,f,7/8/19,11/30/19,2,f,f,11/30/19,DEMOLITION,40.3080967,-79.884895
PAA194426,VACANT RESIDENCE,513  THOMPSON AVE,CLAIRTON,15025,350,1483,915,"REMOVE TRANSITE SIDING, KITCHEN AND DOOR ENTRYWAY FLOOR TILE",874,f,7/14/19,12/31/19,2,f,f,12/31/19,DEMOLITION,40.2863612,-79.8867541
PAA194427,VACANT RESIDENCE,427  MILLER AVE,CLAIRTON,15025,350,1483,915,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,1026,f,7/5/19,10/31/19,2,f,f,10/31/19,DEMOLITION,40.2961386,-79.882511
PAA194428,VACANT RESIDENCE,508  BEAVER ST,CLAIRTON,15025,350,1483,915,REMOVE OUTSIDE TRANSITE SIDING,1026,f,7/14/19,12/31/19,2,f,f,12/31/19,DEMOLITION,40.2867918,-79.8867103
PAA194429,VACANT RESIDENCEW,321  SHAW AVE,CLAIRTON,15025,350,1483,915,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,1026,f,7/5/19,10/31/19,2,f,f,10/31/19,DEMOLITION,40.2966781,-79.8814612
PAA194440,CLAIRTON SEWAGE TREATMENT PLANT,1 N STATE ST,CLAIRTON,15025,1550,32747,944,SEE ATTACHED FOR THE LIST OF MATERIALS TO BE REMOVED,6700,f,7/8/19,10/30/19,2,f,f,10/30/19,DEMOLITION,40.3044011,-79.8827947
PAA194456,VACANT RESIDENCE,142 S 25TH ST,PITTSBURGH,15203,850,19488,902,ENTIRE BUILDING CONTAINS ASBESTOS,1600,f,7/12/19,8/30/19,2,f,f,8/30/19,DEMOLITION,40.4255971,-79.9710584
PAA194457,VACANT WAREHOUSE/OFFICE BUILDING,148 S 25TH ST,PITTSBURGH,15203,850,19487,902,REMOVE FLOOR TILE IN OFFICES AND ROOF FLASHING,1736,f,7/12/19,8/30/19,1,f,f,8/30/19,,40.4254517,-79.9711491
PAA194460,VACANT RESIDENCE,437  MOSGROVE ST,PITTSBURGH,15210,350,9033,926,ALL MATERIAL BEING TREATED AS ACM,1500,f,7/1/19,7/15/19,2,f,f,7/15/19,DEMOLITION,40.3979912,-79.9966196
PAA194461,VACANT RESIDENCE,7219  FRANKSTOWN AVE,PITTSBURGH,15208,350,8788,920,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,550,f,7/10/19,7/20/19,2,f,f,7/20/19,DEMOLITION,40.457364,-79.8953104
PAA194462,VACANT RESIDENCE,7219  FRANKSTOWN AVE,PITTSBURGH,15208,350,8788,920,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,550,f,7/10/19,7/20/19,2,f,f,7/20/19,DEMOLITION,40.457364,-79.8953104
PAA194463,VACANT RESIDENCE,932  LILLIAN ST,PITTSBURGH,15210,350,8788,920,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,700,f,7/10/19,7/20/19,2,f,f,7/20/19,DEMOLITION,40.4187139,-79.9894015
PAA194464,VACANT RESIDENCE,1520  ARLINGTON AVE,PITTSBURGH,15210,350,8788,920,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,700,f,7/10/19,7/20/19,2,f,f,7/20/19,DEMOLITION,40.4187232,-79.9888675
PAA194465,VACANT RESIDENCE,7221  FRANKSTOWN AVE,PITTSBURGH,15208,350,8788,920,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,550,f,7/10/19,7/20/19,2,f,f,7/20/19,DEMOLITION,40.457402,-79.895191
UND180199,VERIZON,306  LARGE AVE,CLAIRTON,15025,0,0,928,REMOVE FLOOR TILE UNDER EQUIPMENT AND TSI PIPE INSULATION BY REAR DOOR IN BASEMENT,75,t,11/28/18,11/27/19,2,f,f,11/27/19,RENOVATION,40.2939062,-79.8820517
UND180200,ST. MATTHEWS CHURCH - 156 SOUTH 19TH STREET,,PITTSBURGH,15203,0,0,921,REMOVE BOILER ROPE INSULATION IN BASEMENT,5,f,11/28/18,11/27/19,2,f,f,11/27/19,RENOVATION,40.4293034,-79.9724245
UND180211,RESIDENCE,155 DARLINGTON LN,SEWICKLEY,15143,0,0,921,REMOVE DUCT INSULATION FROM BASEMENT,60,f,12/20/18,12/19/19,2,f,f,12/19/19,RENOVATION,40.554234,-80.161192
UND190005,UPMC PRESBYTERIAN HOSPITAL,200 LOTHROP ST,PITTSBURGH,15213,0,,901,REMOVE AIRCEL PIPING IN THE CCU ON THE 10TH FLOOR,1,f,1/11/19,12/11/19,2,f,f,12/11/19,RENOVATION,40.4425606,-79.9609827
UND190013,RESIDENCE,560  DORSEYVILLE RD,PITTSBURGH,15238,0,,921,REMOVE EXTERIOR BOILER INSULATION IN BASEMENT,80,f,2/7/19,2/6/20,2,f,f,2/6/20,RENOVATION,40.531848,-79.9138699
UND190018,2528 SMALLMAN STREET,,PITTSBURGH,15222,0,,905,REMOVE WINDOW GLAZING FROM TWO WINDOWS IN ALLEY,2,f,2/14/19,12/31/19,2,f,f,12/31/19,RENOVATION,40.4475255,-79.9933976
UND190065,RESIDENCE,1310  PINEWOOD DR,SCOTT,15243,0,0,902,"REMOVE FLOOR TILE AND MASTIC FROM PLAY AREA, LAUNDRY ROOM, & FAMILY ROOM",1428,t,5/21/19,7/26/19,2,f,f,7/26/19,RENOVATION,40.3650098,-80.0681166
UND190067,CARLOW UNIVERSITY - FRANCIS WARDE HALL,3333  5TH AVE,PITTSBURGH,15213,0,0,902,REMOVE BOILER GASKETING AND FITTINGS IN BOILER ROOM,92,t,6/5/19,7/26/19,2,f,f,7/26/19,RENOVATION,40.4389338,-79.9631161
UND190094,WEST PENN HOSPITAL SCHOOL OF NURSING,4800 FRIENDSHIP AVE,PITTSBURGH,15224,0,0,905,REMOVE VAT/MASTIC FROM ROOM 558,145,t,5/14/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.4614529,-79.9463637
UND190098,RESIDENCE,210  BOSTON HOLLOW RD,ELIZABETH TOWNSHIP,15037,0,0,902,REMOVE BASEMENT AND KITCHEN FLOOR TILE AND MASTIC,1129,t,5/13/19,7/26/19,2,f,f,7/26/19,RENOVATION,40.2851046,-79.8375744
UND190099,RESIDENCE,2311  BIRTLEY AVE,PITTSBURGH,15226,0,0,902,REMOVE BASEMENT FLOOR TILE,380,t,5/17/19,7/19/19,2,f,f,7/19/19,RENOVATION,40.3992154,-80.0178379
UND190102,RESIDENCE,1310  PINEWOOD DR,MT LEBANON,15243,0,0,902,"REMOVE FLOOR TILE AND MASTIC IN PLAY AREA, LAUNDRY ROOM & FAMILY ROOM AND DUCT WRAP IN GARAGE",1565,t,5/21/19,7/26/19,2,f,f,7/26/19,RENOVATION,40.3650098,-80.0681166
UND190105,VACANT COMMERCIAL PROPERTY,3700  BUTLER ST,PITTSBURGH,15201,0,0,910,REMOVE GRAY TAR ON ROOF,90,f,6/3/19,6/2/20,2,f,f,6/2/20,RENOVATION,40.4662502,-79.9644501
UND190106,PITTSBURGH STUDENT ACHIEVEMENT CENTER,925 BRUSHTON AVE,PITTSBURGH,15208,0,0,908,"REMOVE EMERGENCY GENERATOR GASKETS IN ROOM 107, PASTER CEILING IN CORRIDOR 123 & PLASTER WALLS IN COORIDOR 123 & ROOM 101",41,t,6/17/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.4563926,-79.8885784
UND190107,PITTSBURGH MORROW ELEMENTARY,1611 DAVIS AVE,PITTSBURGH,15212,0,0,908,REMOVE EMERGENCY GENERATO EXHAUST GASKET FROM ROOM 6-A AND 9 INCH FLOOR TILE AND MASTIC FROM ROOM 100-B,51,t,6/17/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.4799984,-80.0397825
UND190108,RESIDENCE,1220  BENNINGTON AVE,PITTSBURGH,15217,0,0,902,REMOVE HEAT SHIELD FROM 1ST FLOOR DEN,33,f,6/3/19,8/2/19,2,f,f,8/2/19,RENOVATION,40.4435271,-79.9335056
UND190109,RESIDENCE,5231  FIELDCREST DR,PITTSBURGH,15236,0,0,902,REMOVE BASEMENT FLOOR TILE AND MASTIC,246,t,6/4/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.3558667,-80.0039587
UND190110,RESIDENCE,1081  SHADY AVE,PITTSBURGH,15232,0,0,902,REMOVE THIRD FLOOR FIREPLACE INSERT,8,t,6/10/19,8/9/19,2,f,f,8/9/19,RENOVATION,40.4509824,-79.919838
UND190112,PSU GREATER ALLEGHENY CAMPUS - KELLY LIBRARY (#978-011),4000 UNIVERSITY DR,MCKEESPORT,15132,0,0,941,REMOVE PIPE FITTINGS IN BOILER ROOM M0009,30,t,6/19/19,7/30/19,2,f,f,7/30/19,RENOVATION,40.3448411,-79.8274638
UND190114,RESIDENCE,275  38TH ST,PITTSBURGH,15201,0,0,902,REOMVE BASEMENT VINYL TILE AND MASTIC,160,t,6/11/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.4653157,-79.9621554
UND190115,CH2M BUILDING 8,1 COVESTRO CIR BLDG 8,PITTSBURGH,15205,0,0,908,REMOVE CEMENTITIOUS MATER FROM ADDITIVE MANUFACTURING LAB,80,t,6/24/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.443517,-80.163434
UND190116,ROOSEVELT ELEMENTARY SCHOOL PRE-K - 1,200 THE BOULEVARD ST,PITTSBURGH,15210,0,0,911,"REMOVE CAULKING AND TAR, JOINT CAULKING & CAULKING SEAMS AROUND MULTI-PURPOSE ROOM 101 AND CAULKING FROM SEAMS OF BUILDING PERIMEER SOFFIT PANELS AND MAIN ENTRANCE ALUMINUM PANEL SEAMS.",334,f,6/19/19,8/15/19,2,f,f,8/15/19,RENOVATION,40.4010536,-79.9855906
UND190117,MCDONALDS,1010  4TH AVE,CORAOPOLIS,15108,0,0,0,INTERIOR  & EXTERIOR RENOVATIONS,3165,t,7/8/19,8/2/19,2,f,f,8/2/19,RENOVATION,40.5178357,-80.1631648
UND190118,EMERSON AUTOMATION SOLUTION,200 BETA DR,PITTSBURGH,15238,0,0,902,REMOVE FITTINGS FROM PENTHOUSE AIR HANDLER 1B AND BASEMENT AIR HANDLER S-1,40,t,6/25/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.4991117,-79.8619245
UND190119,RESIDENCE,1609 LUCILLE DR,PITTSBURGH,15234,0,0,902,REMOVE BASEMENT FLOOR TILE,648,t,6/17/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.3529327,-80.0218561
UND190120,RESIDENCE,5920  BRAEBURN PL,PITTSBURGH,15232,0,0,902,REMOVE BASEMENT DUCT INSULATION,256,t,6/17/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.448211,-79.921648
UND190121,RESIDENTIAL,268  LYNN DR,PITTSBURGH,15236,0,0,902,REMOVE BASEMENT DUCT WRAP IN VARIOUS LOCATIONS,28,t,6/17/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.3339815,-79.9538285
UND190123,SARAH HEINZ HOUSE,1  HEINZ ST,PITTSBURGH,15212,0,0,922,REMOVE PLASTER THROUGHOUT BUILDING,5,t,7/1/19,9/27/19,2,f,f,9/27/19,RENOVATION,40.4546886,-79.9933102
UND190124,RESIDENCE,16  WARBLER DR,MCKEES ROCKS,15136,0,0,902,"REMOVE FLOOR TILE, MASTIC AND DUCT TAPE FROM BASEMENT",626,t,7/1/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.4820142,-80.0910958
UND190127,MAITRI GROWING FACILITY,120  BETA DR,PITTSBURGH,15238,0,0,0,REMOVAL OF EQUIPMENT AND STORAGE SHELVING (NON-STRUCTURAL DEMO),160,f,6/27/19,7/29/19,3,f,f,7/29/19,RENOVATION,40.4967826,-79.8646332
UND190130,RESIDENCE,110  ROYSTON RD,PITTSBURGH,15238,0,0,902,REMOVE BASEMENT FLOOR TILES IN 2 ROOMS,630,f,7/1/19,8/30/19,2,f,f,8/30/19,RENOVATION,40.5081246,-79.8746695